alert_type,timestamp,src_ip,src_port,dst_ip,dst_port,infected_host,scanned_host
5.0,193526.0,466.0,61159.0,7840.0,443.0,235.0,0.0
8.0,84473.0,29.0,56989.0,10019.0,443.0,220.0,0.0
4.0,215873.0,266.0,65350.0,1080.0,443.0,192.0,0.0
3.0,404799.0,114.0,49803.0,2081.0,53.0,114.0,0.0
8.0,1127279.0,321.0,65422.0,10038.0,443.0,321.0,0.0
6.0,822676.0,413.0,55666.0,319.0,53.0,413.0,0.0
1.0,1083663.0,452.0,55507.0,443.0,80.0,452.0,0.0
8.0,601750.0,71.0,61967.0,10042.0,443.0,71.0,0.0
3.0,161461.0,487.0,61345.0,4812.0,53.0,487.0,0.0
8.0,117805.0,365.0,49829.0,10048.0,443.0,435.0,0.0
1.0,819433.0,490.0,60262.0,55.0,80.0,490.0,0.0
4.0,635732.0,329.0,62650.0,1057.0,443.0,329.0,0.0
5.0,425045.0,302.0,59984.0,8887.0,443.0,302.0,0.0
5.0,1018304.0,189.0,61182.0,8492.0,443.0,189.0,0.0
2.0,278659.0,74.0,63402.0,26.0,80.0,74.0,0.0
7.0,1033934.0,330.0,56064.0,108.0,673.0,330.0,108.0
4.0,358941.0,447.0,53312.0,1032.0,443.0,447.0,0.0
7.0,793828.0,384.0,55390.0,472.0,12.0,497.0,472.0
4.0,335606.0,127.0,50912.0,1044.0,443.0,127.0,0.0
7.0,833219.0,288.0,51265.0,276.0,637.0,195.0,276.0
3.0,1208154.0,217.0,54878.0,116.0,53.0,217.0,0.0
1.0,388193.0,389.0,63485.0,175.0,31046.0,367.0,0.0
2.0,38676.0,255.0,49755.0,479.0,80.0,255.0,0.0
7.0,131460.0,84.0,52278.0,68.0,688.0,84.0,68.0
5.0,507599.0,98.0,57222.0,1378.0,443.0,98.0,0.0
4.0,1000372.0,169.0,53670.0,3800.0,63520.0,169.0,0.0
8.0,1218213.0,344.0,56946.0,10015.0,443.0,344.0,0.0
8.0,133292.0,338.0,60654.0,10085.0,443.0,338.0,0.0
8.0,1225595.0,274.0,56720.0,10072.0,443.0,274.0,0.0
4.0,514330.0,85.0,51941.0,1099.0,443.0,85.0,0.0
2.0,507854.0,121.0,49287.0,132.0,80.0,121.0,0.0
2.0,501348.0,264.0,59369.0,2040.0,80.0,363.0,0.0
5.0,165387.0,396.0,62141.0,7026.0,443.0,396.0,0.0
4.0,1165400.0,224.0,65060.0,1010.0,51371.0,224.0,0.0
2.0,211456.0,461.0,64671.0,4227.0,80.0,461.0,0.0
1.0,1152200.0,372.0,55825.0,3502.0,80.0,372.0,0.0
3.0,1214489.0,329.0,59067.0,33.0,53.0,329.0,0.0
2.0,575633.0,436.0,51682.0,7734.0,80.0,411.0,0.0
8.0,710115.0,63.0,53291.0,10060.0,443.0,63.0,0.0
5.0,1118253.0,380.0,59809.0,5733.0,443.0,380.0,0.0
4.0,953676.0,162.0,51509.0,1061.0,443.0,162.0,0.0
7.0,492067.0,359.0,61907.0,159.0,661.0,468.0,159.0
5.0,1154019.0,303.0,49789.0,271.0,443.0,303.0,0.0
3.0,291082.0,246.0,63198.0,496.0,53.0,246.0,0.0
2.0,574967.0,72.0,57274.0,2625.0,80.0,72.0,0.0
5.0,708561.0,71.0,59502.0,224.0,443.0,71.0,0.0
4.0,1188883.0,384.0,50921.0,1051.0,443.0,384.0,0.0
1.0,549309.0,442.0,56472.0,8565.0,80.0,442.0,0.0
4.0,958410.0,37.0,56031.0,1087.0,443.0,37.0,0.0
5.0,275633.0,161.0,55197.0,2326.0,443.0,161.0,0.0
4.0,876636.0,487.0,63861.0,3702.0,443.0,487.0,0.0
1.0,465414.0,225.0,63433.0,5853.0,80.0,225.0,0.0
1.0,495090.0,498.0,63639.0,1002.0,80.0,498.0,0.0
5.0,298664.0,449.0,63022.0,342.0,443.0,449.0,0.0
4.0,964105.0,425.0,54668.0,1071.0,443.0,425.0,0.0
3.0,373447.0,493.0,49362.0,451.0,53.0,493.0,0.0
8.0,1004823.0,343.0,60905.0,10024.0,443.0,343.0,0.0
8.0,197108.0,13.0,57598.0,10028.0,443.0,13.0,0.0
6.0,1056915.0,296.0,49772.0,94.0,53.0,296.0,0.0
5.0,373276.0,256.0,49771.0,3282.0,443.0,256.0,0.0
8.0,1126492.0,236.0,58418.0,10019.0,443.0,116.0,0.0
8.0,682235.0,451.0,51631.0,10027.0,443.0,451.0,0.0
1.0,426130.0,153.0,65534.0,210.0,80.0,436.0,0.0
8.0,952196.0,114.0,55921.0,10049.0,443.0,114.0,0.0
7.0,725261.0,54.0,55385.0,102.0,91.0,54.0,102.0
4.0,363710.0,133.0,62665.0,1097.0,443.0,347.0,0.0
3.0,1225888.0,53.0,49319.0,287.0,53.0,53.0,0.0
2.0,29827.0,168.0,61996.0,6698.0,80.0,168.0,0.0
8.0,1036877.0,199.0,54150.0,10095.0,12890.0,199.0,0.0
7.0,183260.0,186.0,55932.0,462.0,111.0,186.0,462.0
7.0,364263.0,311.0,52458.0,114.0,635.0,311.0,114.0
5.0,1197580.0,84.0,59255.0,3764.0,443.0,84.0,0.0
1.0,631747.0,148.0,58463.0,1488.0,80.0,148.0,0.0
1.0,749629.0,374.0,51945.0,2184.0,80.0,374.0,0.0
1.0,1116944.0,495.0,64213.0,1733.0,80.0,495.0,0.0
5.0,704373.0,280.0,62764.0,3956.0,443.0,280.0,0.0
4.0,1211623.0,235.0,62594.0,1003.0,443.0,235.0,0.0
7.0,1295661.0,256.0,50867.0,174.0,584.0,17.0,174.0
4.0,1008490.0,69.0,61132.0,6932.0,443.0,69.0,0.0
6.0,1254891.0,498.0,50686.0,328.0,53.0,498.0,0.0
3.0,684077.0,131.0,55394.0,360.0,53.0,131.0,0.0
4.0,990878.0,147.0,56516.0,1088.0,443.0,315.0,0.0
6.0,890005.0,358.0,60804.0,9093.0,53.0,358.0,0.0
2.0,794900.0,284.0,53744.0,5773.0,80.0,284.0,0.0
5.0,602017.0,61.0,53221.0,9091.0,443.0,61.0,0.0
6.0,143385.0,323.0,56189.0,40.0,53.0,323.0,0.0
7.0,114685.0,362.0,63567.0,491.0,357.0,362.0,491.0
1.0,448304.0,268.0,54392.0,1759.0,80.0,268.0,0.0
1.0,1147678.0,81.0,53047.0,6542.0,80.0,81.0,0.0
4.0,1002818.0,415.0,61641.0,1024.0,443.0,415.0,0.0
3.0,899919.0,475.0,56910.0,64.0,53.0,475.0,0.0
2.0,1123927.0,35.0,49732.0,2452.0,80.0,35.0,0.0
8.0,1099509.0,210.0,64034.0,10007.0,443.0,210.0,0.0
2.0,348544.0,10.0,61908.0,431.0,80.0,10.0,0.0
2.0,620752.0,308.0,50939.0,8675.0,36366.0,308.0,0.0
8.0,653375.0,48.0,53499.0,10054.0,443.0,493.0,0.0
4.0,232558.0,307.0,63045.0,1065.0,443.0,307.0,0.0
6.0,738691.0,69.0,60750.0,328.0,53.0,396.0,0.0
7.0,173521.0,239.0,58056.0,276.0,763.0,252.0,276.0
2.0,1162696.0,176.0,50153.0,7807.0,80.0,370.0,0.0
7.0,945047.0,268.0,58406.0,158.0,762.0,268.0,158.0
4.0,1212385.0,241.0,60164.0,7281.0,443.0,241.0,0.0
6.0,498463.0,104.0,51642.0,363.0,53.0,104.0,0.0
7.0,78963.0,245.0,55197.0,230.0,681.0,245.0,230.0
8.0,97665.0,158.0,52210.0,10051.0,443.0,158.0,0.0
6.0,386221.0,458.0,58323.0,3208.0,53.0,458.0,0.0
3.0,1189992.0,37.0,60942.0,265.0,53.0,37.0,0.0
7.0,1034465.0,159.0,56117.0,275.0,176.0,159.0,275.0
3.0,787212.0,140.0,50746.0,63.0,53.0,140.0,0.0
8.0,110953.0,419.0,56710.0,10017.0,443.0,419.0,0.0
2.0,671695.0,220.0,53007.0,1886.0,80.0,220.0,0.0
4.0,362917.0,176.0,58059.0,7214.0,443.0,176.0,0.0
6.0,882981.0,320.0,64418.0,266.0,53.0,320.0,0.0
7.0,621680.0,26.0,55735.0,343.0,519.0,26.0,343.0
6.0,718394.0,194.0,53475.0,3288.0,53.0,194.0,0.0
6.0,648574.0,98.0,62698.0,271.0,53.0,98.0,0.0
6.0,533598.0,443.0,61172.0,9695.0,53.0,443.0,0.0
6.0,37165.0,90.0,64098.0,77.0,53.0,90.0,0.0
2.0,262570.0,106.0,56472.0,233.0,80.0,106.0,0.0
4.0,1123640.0,455.0,50488.0,1078.0,443.0,455.0,0.0
3.0,233699.0,202.0,56427.0,4240.0,53.0,202.0,0.0
1.0,155600.0,244.0,61271.0,2533.0,80.0,244.0,0.0
7.0,873552.0,188.0,60163.0,314.0,77.0,188.0,314.0
1.0,1064840.0,467.0,58268.0,275.0,80.0,467.0,0.0
5.0,73156.0,455.0,64788.0,307.0,443.0,455.0,0.0
7.0,38016.0,162.0,61063.0,124.0,926.0,162.0,124.0
6.0,264663.0,16.0,62574.0,1341.0,53.0,16.0,0.0
1.0,999395.0,382.0,64094.0,263.0,80.0,382.0,0.0
7.0,1235555.0,454.0,61147.0,363.0,973.0,454.0,363.0
6.0,781699.0,367.0,58788.0,457.0,53.0,367.0,0.0
6.0,1095229.0,141.0,61645.0,4225.0,37953.0,141.0,0.0
1.0,388354.0,478.0,59591.0,8814.0,80.0,478.0,0.0
2.0,626123.0,165.0,52531.0,3598.0,36203.0,165.0,0.0
6.0,9502.0,244.0,57639.0,283.0,64236.0,244.0,0.0
3.0,857794.0,377.0,50983.0,380.0,53.0,377.0,0.0
2.0,1107156.0,320.0,58083.0,3203.0,80.0,320.0,0.0
5.0,996102.0,43.0,60868.0,9.0,443.0,43.0,0.0
6.0,1027114.0,322.0,52782.0,8315.0,53.0,322.0,0.0
6.0,503490.0,169.0,51450.0,5777.0,53.0,223.0,0.0
7.0,480311.0,136.0,54936.0,52.0,763.0,136.0,52.0
5.0,1261421.0,357.0,58454.0,6209.0,443.0,357.0,0.0
8.0,206300.0,483.0,59004.0,10019.0,443.0,483.0,0.0
7.0,165545.0,251.0,52348.0,330.0,506.0,251.0,330.0
2.0,152494.0,98.0,58746.0,7604.0,80.0,98.0,0.0
4.0,799747.0,390.0,64243.0,1075.0,58935.0,253.0,0.0
4.0,894815.0,431.0,61057.0,1062.0,443.0,202.0,0.0
8.0,610935.0,113.0,53266.0,10092.0,443.0,113.0,0.0
8.0,1088991.0,254.0,58953.0,10001.0,443.0,254.0,0.0
5.0,1023454.0,413.0,52752.0,7182.0,443.0,413.0,0.0
5.0,77664.0,27.0,49932.0,354.0,443.0,27.0,0.0
4.0,424500.0,273.0,52436.0,1078.0,443.0,273.0,0.0
4.0,970850.0,324.0,51971.0,1042.0,443.0,324.0,0.0
6.0,924360.0,465.0,54839.0,39.0,53.0,18.0,0.0
6.0,357817.0,384.0,49325.0,439.0,53.0,384.0,0.0
6.0,150248.0,151.0,65445.0,56.0,53.0,151.0,0.0
6.0,829804.0,238.0,63432.0,404.0,53.0,238.0,0.0
2.0,498604.0,313.0,56592.0,2230.0,80.0,313.0,0.0
1.0,886816.0,193.0,63057.0,8126.0,80.0,193.0,0.0
7.0,1245980.0,174.0,55895.0,395.0,1011.0,174.0,395.0
5.0,810160.0,391.0,59452.0,1945.0,443.0,391.0,0.0
5.0,542169.0,204.0,54460.0,2917.0,443.0,204.0,0.0
3.0,1119888.0,128.0,54658.0,175.0,53.0,128.0,0.0
8.0,713245.0,135.0,65427.0,10036.0,443.0,230.0,0.0
6.0,992263.0,413.0,52575.0,316.0,53.0,413.0,0.0
4.0,1103117.0,305.0,56857.0,1075.0,12845.0,305.0,0.0
4.0,884507.0,39.0,64911.0,1073.0,443.0,39.0,0.0
8.0,686180.0,462.0,53715.0,10086.0,17839.0,462.0,0.0
1.0,688804.0,182.0,57188.0,1016.0,80.0,182.0,0.0
5.0,786385.0,112.0,65436.0,5547.0,443.0,112.0,0.0
3.0,298906.0,131.0,52997.0,218.0,53.0,131.0,0.0
6.0,346511.0,331.0,57205.0,4735.0,53.0,243.0,0.0
1.0,1213624.0,331.0,49564.0,325.0,80.0,331.0,0.0
7.0,951082.0,178.0,50107.0,79.0,906.0,178.0,79.0
5.0,275487.0,288.0,59779.0,5031.0,443.0,288.0,0.0
3.0,515790.0,139.0,52545.0,165.0,53.0,139.0,0.0
1.0,991719.0,443.0,57449.0,8.0,5164.0,443.0,0.0
2.0,368035.0,339.0,62203.0,83.0,80.0,339.0,0.0
3.0,1120174.0,186.0,51118.0,367.0,53.0,186.0,0.0
1.0,291801.0,191.0,49540.0,4600.0,80.0,191.0,0.0
2.0,804605.0,182.0,56123.0,71.0,80.0,182.0,0.0
7.0,1161262.0,423.0,50244.0,372.0,689.0,423.0,406.0
7.0,245977.0,497.0,65185.0,390.0,20.0,497.0,390.0
7.0,1162506.0,116.0,52264.0,387.0,576.0,116.0,387.0
3.0,1240329.0,130.0,59823.0,5504.0,53.0,130.0,0.0
5.0,487195.0,391.0,49860.0,238.0,443.0,391.0,0.0
4.0,993418.0,452.0,52262.0,1081.0,21177.0,452.0,0.0
6.0,904234.0,99.0,55252.0,1750.0,53.0,99.0,0.0
4.0,1028957.0,370.0,54329.0,1066.0,443.0,370.0,0.0
3.0,428488.0,116.0,53418.0,6381.0,53.0,116.0,0.0
2.0,1072238.0,333.0,58662.0,1571.0,80.0,333.0,0.0
2.0,1272176.0,150.0,50051.0,77.0,80.0,150.0,0.0
4.0,940480.0,216.0,64907.0,1070.0,443.0,216.0,0.0
1.0,1010876.0,357.0,61287.0,297.0,80.0,357.0,0.0
1.0,529640.0,406.0,49397.0,3977.0,80.0,406.0,0.0
3.0,249433.0,258.0,54044.0,304.0,53.0,258.0,0.0
6.0,162663.0,62.0,60177.0,51.0,53.0,62.0,0.0
6.0,349793.0,68.0,53113.0,5669.0,53.0,106.0,0.0
7.0,1109808.0,12.0,52088.0,227.0,268.0,12.0,74.0
7.0,1008412.0,497.0,51345.0,486.0,950.0,497.0,486.0
1.0,460297.0,64.0,62385.0,5349.0,80.0,64.0,0.0
3.0,313395.0,367.0,64661.0,289.0,35105.0,367.0,0.0
7.0,440071.0,69.0,56470.0,165.0,487.0,69.0,165.0
5.0,1231068.0,293.0,53663.0,3880.0,443.0,293.0,0.0
4.0,317604.0,42.0,51668.0,1058.0,443.0,42.0,0.0
2.0,857363.0,112.0,65289.0,9820.0,80.0,470.0,0.0
1.0,100989.0,16.0,51640.0,6883.0,33651.0,16.0,0.0
3.0,384546.0,198.0,50903.0,162.0,53.0,198.0,0.0
3.0,932962.0,208.0,60450.0,7142.0,39957.0,208.0,0.0
2.0,1086302.0,258.0,56967.0,5872.0,80.0,258.0,0.0
7.0,716160.0,446.0,51057.0,491.0,434.0,446.0,491.0
5.0,654994.0,167.0,65015.0,1550.0,443.0,167.0,0.0
1.0,228384.0,364.0,61638.0,7022.0,80.0,364.0,0.0
3.0,1089225.0,39.0,53933.0,467.0,53.0,39.0,0.0
5.0,453547.0,241.0,56460.0,481.0,443.0,241.0,0.0
1.0,961983.0,500.0,64797.0,4477.0,80.0,500.0,0.0
7.0,212210.0,319.0,54267.0,388.0,555.0,319.0,388.0
7.0,583082.0,215.0,53159.0,311.0,560.0,215.0,311.0
3.0,318054.0,243.0,63011.0,9407.0,53.0,243.0,0.0
1.0,639282.0,491.0,62889.0,9015.0,80.0,491.0,0.0
6.0,963566.0,164.0,62343.0,265.0,53.0,164.0,0.0
4.0,52074.0,32.0,51184.0,1026.0,443.0,206.0,0.0
8.0,752460.0,211.0,61080.0,10035.0,443.0,269.0,0.0
5.0,8994.0,310.0,56843.0,3749.0,443.0,310.0,0.0
8.0,1174895.0,410.0,49310.0,10005.0,443.0,410.0,0.0
7.0,653218.0,46.0,49605.0,365.0,485.0,46.0,365.0
6.0,948659.0,61.0,62666.0,139.0,53.0,61.0,0.0
2.0,96658.0,321.0,61104.0,101.0,80.0,321.0,0.0
6.0,65045.0,143.0,51437.0,72.0,53.0,451.0,0.0
7.0,713656.0,54.0,53255.0,398.0,916.0,54.0,452.0
8.0,32453.0,156.0,64235.0,10040.0,443.0,156.0,0.0
2.0,6332.0,349.0,54690.0,324.0,80.0,349.0,0.0
4.0,760633.0,45.0,59208.0,1029.0,443.0,45.0,0.0
2.0,247263.0,227.0,59690.0,8022.0,80.0,227.0,0.0
4.0,344396.0,447.0,54452.0,1078.0,443.0,447.0,0.0
1.0,1168363.0,357.0,56817.0,5244.0,80.0,357.0,0.0
3.0,612299.0,343.0,56312.0,465.0,53.0,343.0,0.0
5.0,1142412.0,470.0,58808.0,3644.0,443.0,470.0,0.0
6.0,472406.0,312.0,56020.0,213.0,53.0,312.0,0.0
5.0,1168855.0,34.0,49836.0,171.0,443.0,34.0,0.0
1.0,143240.0,61.0,58385.0,2333.0,80.0,61.0,0.0
7.0,384836.0,318.0,50056.0,456.0,43.0,318.0,456.0
2.0,566019.0,138.0,49679.0,1313.0,80.0,138.0,0.0
7.0,797154.0,8.0,63188.0,338.0,400.0,8.0,338.0
7.0,592324.0,428.0,54200.0,261.0,653.0,122.0,261.0
6.0,701496.0,154.0,53925.0,411.0,53.0,154.0,0.0
3.0,93614.0,37.0,49681.0,374.0,53.0,37.0,0.0
